katakana	english
チョーカー	choker
テレジア	Teresa
ディロン	Dillon
デレク	Derek
トップレス	topless
トラバース	traverse
ドンマイ	don't mind
ナイアシン	niacin
ハイター	heiter
ハレ	Halle
バリモア	Barrymore
バーキン	Birkin
バーター	barter
パードレ	padre
ビエンチャン	Vientiane
ビギン	begin
ビブラート	vibrato
ピスタチオ	pistachio
ファビエンヌ	Fabienne
フルクトース	fructose
フーバー	Hoover
ブックレット	booklet
ブラウニング	Browning
ブラスター	blaster
ブリザード	blizzard
ブリストル	Bristol
プアー	poor
ヘクター	Hector
ベルクソン	Bergson
ベンゲル	Wenger
ホータン	Khotan
ボルテージ	voltage
マカ	maca
マゼンタ	magenta
ミニマル	minimal
モト	motor
ヤスパース	Jaspers
ラザーニャ	lasagna
ロゼット	rosette
ローチ	roach
アクセシビリティー	accessibility
アジャスター	adjuster
アナン	Annan
アヌス	anus
アラゴン	Aragon
アンバサダー	ambassador
イリイチ	Illich
インストーラー	installer
イーサー	ether
ウラニウム	uranium
エクスチェンジ	exchange
エドモンド	Edmond
エレファント	elephant
エレミヤ	Jeremiah
オキシド	oxide
オーガスタ	Augusta
オーバーフロー	overflow
カザフ	Qazaq
カシス	cassis
カンディンスキー	Kandinskii
カントール	Cantor
カーペンター	Carpenter
ガスケット	gasket
キャスパー	Casper
キュイジーヌ	cuisine
クラウディウス	Claudius
クラレンス	Clarence
クリケット	cricket
クリスピー	crispy
ケトアシドーシス	ketoacidosis
ゲーデル	Goedel
コンドロイチン	chondroitin
コンパネ	control panel
コンペイトー	confeito
サラウンド	surround
サルーン	saloon
サント	Sainte
シェルパ	Sherpa
シュノーケリング	snorkeling
スターク	Stark
スペクトラム	spectrum
スリープ	sleep
スレート	slate
ダール	Dahl
チーター	cheetah
ツバイク	Zweig
テアトル	theatre
ティースプーン	teaspoon
トーキー	talkie
ナイトメア	nightmare
ナーバス	nervous
ニュースキャスター	newscaster
ニルバーナ	nirvana
ハイブッシュ	highbush
バズーカ	bazooka
バリチェロ	Barrichello
バロー	Barrow
パピルス	papyrus
パラマウント	paramount
ヒヤシンス	hyacinth
ビデ	bidet
ビルバオ	Bilbao
ピス	pith
フォーブス	Forbes
フューエル	fuel
フレー	hurray
ブッキング	booking
ブラウ	Blau
ブラウズ	browse
プラウ	plow
プレステージ	prestige
プロメテウス	Prometheus
ベークド	baked
ペンネ	penne
ホイットマン	Whitman
ホレス	Horace
ホーマー	homer
ホームタウン	hometown
ボヘミアン	Bohemian
マインツ	Mainz
メイズ	maze
モンデオ	Mondeo
ヨハネスブルク	Johannesburg
ラグーン	lagoon
ラピス	lapis
ランサー	lancer
リフレイン	refrain
リプ	replay
リーズ	Leeds
ルーセント	lucent
レック	wreck
レモネード	lemonade
レーション	ration
ワラント	warrant
ワルサー	Walther
ワルラス	Walras
アウトカム	outcome
アクアマリン	aquamarine
アクスル	axle
アタッチメント	attachment
アニオン	anion
アリシア	Alicia
アルビレックス	albirex
アルミナ	alumina
アンフェア	unfair
アンベードカル	Ambedkar
イソフラボン	isoflavone
イプセン	Ibsen
インストルメント	instrument
エミッション	emission
エンベロープ	envelope
カサ	casa
カタリ	cathares
カツレツ	cutlet
ガーター	garter
クラウド	crowd
クレンザー	cleanser
グッピー	guppy
ケミストリー	chemistry
ケーリー	Cary
ゲッチュ	get you
コングロマリット	conglomerate
サフィン	Safin
サブレー	sable
サラリー	salary
サンク	cinq
サンボ	sambo
サーブレット	Servlet
シェーバー	shaver
シャブリ	Chablis
シルビオ	Silvio
ジェラシー	jealousy
ジュラシック	Jurassic
ジークフリート	Siegfried
スカッシュ	squash
スカッド	scud
スチューデント	student
スフレ	souffle
スプラッシュ	splash
スーク	suq
タクト	tact
ダマスカス	Damascus
チノ	chino
トップコート	topcoat
トリハロメタン	trihalomethane
トロット	trot
ドアノブ	doorknob
ニム	nim
ノンブル	nombre
ハートフォード	Hartford
ハーブスマン	Herbsman
バッジョ	Baggio
バントゥイユ	Vinteuil
パーマネント	permanent
ヒューゴー	Hugo
ヒルデガルト	Hildegard
ビュルガー	Burger
ピンキー	pinkie
フェンディー	Fendi
フライブルク	Freiburg
フリン	Flynn
ブチル	butyl
プライ	ply
プライマー	primer
プランタン	printemps
プロスタグランジン	prostaglandin
ホバリング	hovering
ボアソナード	Boissonade
マウントバッテン	Mountbatten
マリッジ	marriage
マルガレーテ	Margarete
ミヒャエル	Michael
メジアン	median
メーキャップ	makeup
ラマダン	Ramadan
ラングーン	Rangoon
ラーソン	Larson
リアリスト	realist
リザード	lizard
リヤド	Riyad
レイシー	Lacy
レーム	lame
ワードローブ	wardrobe
アイダホ	Idaho
アカウンタビリティー	acountability
アドリアン	Adrian
アナーキスト	anarchist
アメリ	Amelie
アラ	alla
アンフォラ	amphora
イスラマバード	Islamabad
イレ	irae
インターバンク	interbank
イントラネット	intranet
イーゼル	easel
ウォルツ	Waltz
エクレア	eclair
エンカウンター	encounter
オケ	orchestra
オマージュ	hommage
オルサッティ	Orsatti
カストリアディス	Castoriadis
カメラワーク	camerawork
カラヤン	Karajan
カートン	carton
キートン	Keaton
ギンガム	gingham
ギンズバーグ	Ginsberg
クレーマー	claimer
グラフト	graft
ゲゼルシャフト	Gesellschaft
ゲッティンゲン	Gottingen
コザ	Koza
コスメチック	cosmetic
コラボレート	collaborate
コンバージョン	conversion
コーギー	corgi
コーディネーション	coordination
コーネリアス	Cornelius
ゴーチエ	Gautier
サイクロトロン	cyclotron
サディスティック	sadistic
サラグ	sarag
サルモネラ	salmonella
シェリング	Schelling
シロッコ	sirocco
シンキング	thinking
ジャマール	Jamal
ジャンピング	jumping
ジュード	Jude
スキャンダラス	scandalous
ストリッパー	stripper
スメタナ	Smetana
ズレータ	Zuleta
セスナ	Cessna
セパレーター	separator
セレナーデ	Serenade
タブロイド	tabloid
タープ	tarp
ダッフル	duffle
ディオティーマ	Diotim
ディスカバリー	discovery
トリポリ	Tripoli
トレーサビリティー	trac-abiity
ドミグラス	demiglace
ドラコ	Draco
ノイマン	Neumann
パイロン	pylon
ビュイック	Buick
ファラデー	Faraday
ブール	boole
プリザーブド	preserved
ホトウ	Pudong
ボランタリー	voluntary
ポマード	pomade
ポリスチレン	polystyrene
マイラー	miler
マクロビオティック	macrobiotic
マコロン	macaron
マナ	mana
マハラジャ	maharaja
マム	ma'am
メニエール	Meniere
メントール	menthol
モノローグ	monologue
ランボルギーニ	Lamborghini
ラーク	lark
レングス	length
レント	lento
ロサウラ	Rosaura
ロッテリア	Lotteria
アイブロー	eyebrow
アウトバーン	Autobahn
アエネーアース	Aeneas
アシュラム	aashram
アドミラル	admiral
アナーキズム	anarchism
アバ	avatar
アフリカン	African
アラウンド	around
アーティスティック	artistic
インクライン	incline
インスパイアー	inspire
インパネ	instrumental panel
ウィルバー	Wilbur
エコシステム	ecosystem
エレクトラ	Elektra
オンブズ	ombuds
カトリシズム	Catholicism
カルバマゼピン	carbamazepine
カーリング	curling
ガナッシュ	ganache
キャトル	quatre
クロコダイル	crocodile
クローク	cloak
クローブ	clove
グラシエラ	Graciela
コーダ	coda
サイケデリック	psychedelic
サブジェクト	subject
サルバトーレ	Salvatore
ザック	Zack
シェーク	shake
シーラカンス	coelacanth
スケーティング	skating
スティーブンソン	Stevenson
セルガチョフ	Sergachou
ゼイ	they
ダイナース	Diners
ダビッドソン	Davidson
チタ	Chita
テモ	Timothy
ディケンズ	Dickens
デッカー	decker
デリック	derrick
トラクション	traction
ドギー	doggy
ネーキッド	naked
ハインツ	Heinz
ハロッズ	Harrods
ハンドボール	handball
ハース	Haas
バックパッカー	backpacker
バーミヤーン	Bamiyan
パッケージング	packaging
パテント	patent
パペット	puppet
ビシー	Vichy
ビスコンティ	Visconti
ピング	ping
フロンターレ	Frontale
プライオリティー	priority
プランク	Planck
プリオン	prion
ヘリック	Herric
ベルベル	Berber
ベルモント	Belmont
ペトリ	Petrie
ペーパーレス	paper-less
ボディコン	body conscious
ボラティリティー	volatility
ポローニアス	Polonius
マキシム	maxim
ミネアポリス	Minneapolis
メルビル	Melville
ヤコポ	Jacopo
ラグナロク	ragnarok
ラダー	ladder
レスポール	Les Paul
ロッシュ	Roches
ワイオミング	Wyoming
ワイルダー	Wilder
アセロラ	acerola
アドミニストレーション	administration
アナーキー	anarchy
アニミズム	animism
アビ	habit
アベンジャー	avenger
アモルファス	amorphous
アルカディア	Arkadia
アルテッツァ	altezza
アーガイル	argyle
イングーシ	Ingush
インジェクター	injector
イーサン	Ethan
イーター	eater
ウイークエンド	weekend
ウズベク	Uzbek
オピオイド	opioid
オンボード	onboard
カッテージ	cottage
カットオフ	cut-off
カンター	canter
ガムラン	gamelan
ギミック	gimmick
ギロチン	guillotine
クレマチス	Clematis
クロスオーバー	crossover
グルコサミン	glucosamine
グレゴリオ	Gregorio
グロムイコ	Gromyko
コンデンス	condense
コーンフレーク	cornflake
サタデー	Saturday
サボア	Savoie
シャラポワ	Sharapova
ショクリ	Chokri
シームレス	seamless
ジストロフィー	dystrophy
ジョブズ	Jobs
ジングル	jingle
スウィフト	Swift
スプール	spool
スペード	spade
セニョール	senor
ソーン	Thorne
タイタン	Titan
チュービンゲン	Tubingen
チョムスキー	Chomsky
ツーリスモ	turismo
テンプ	temp
ディスクリート	discrete
ディストリビューション	distribution
トレローニー	Trelawney
トング	tongs
トーキング	talking
ドゥカティ	Ducati
ナイチンゲール	Nightingale
ヌクレオチド	nucleotide
ハザリー	Hatherley
バルフォア	Balfour
パネラー	paneler
パピヨン	papillon
パワーズ	Powers
パンプキン	pumpkin
ピクチャレスク	picturesque
ピーラー	peeler
フィード	feed
フロド	Frodo
ブリンク	blink
プリミティブ	primitive
ベルマーレ	Bellmare
ベローナ	Verona
ボーキサイト	bauxite
ポトフ	pot-au-feu
マンダリン	mandarin
ミオ	mio
モック	mock
モラーヌ	Morane
ランカスター	Lancaster
ラージャ	raja
リシン	lysine
リッチモンド	Richmond
リトマス	litmus
リベリア	Liberia
ルサンチマン	ressentiment
アッサム	Assam
アップライト	upright
アビー	abbey
アモス	Amos
アユタヤ	Ayutthaya
アルキメデス	Arkhimedes
アンタイド	untied
イエナ	Jena
イオ	io
イリジウム	iridium
インテンシティー	intensity
インディア	India
ウィントン	Winton
エアポート	airport
エクリプス	Eclipse
エトワール	etoile
エルベ	Elbe
エンターテイナー	entertainer
エーデルワイス	Edelweiss
オニックス	onyx
カイロプラクティック	chiropractic
カナート	qanat
カベルネ	Cabernet
ガトウ	Guadalcanal
クルーン	Kroon
グリフィス	Griffis
グレーン	grain
ケンジントン	Kensington
コルシカ	Corsica
コンドル	condor
ゴブレット	goblet
シュッド	should
シュレーダー	Schroder
ジョット	Giotto
スチレン	styrene
ステディー	steady
スプレッドシート	spreadsheet
スローン	Sloan
セツルメント	settlement
ソブリン	sovereign
タガログ	Tagalog
タデウス	Tadeusz
タンホイザー	Tannhauser
ツーカー	TU-KA
ディスクール	discours
ディレー	delay
デシベル	decibel
デポ	depot
デンドライト	dendrite
デービー	Davy
トマホーク	Tomahawk
トルエン	toluene
トルキスタン	Turkestan
トーション	torsion
ドトール	doutor
ナンバリング	numbering
ネブラスカ	Nebraska
バスタ	Busta
バンズ	buns
パンタロン	pantalon
ビハインド	behind
フィッティング	fitting
フィレオ	filet-o
フェンタニル	fentanyl
フォレスター	forester
フラム	Fulham
フルール	fleur
ブカレスト	Bukarest
ブラジリア	Brasilia
ブランクーシ	Brancusi
ブリック	brick
ブレークスルー	breakthrough
ブローニュ	Boulogne
プリンシパル	principal
プロラクチン	prolactin
ヘイドン	Hayden
ボルコフ	Volkov
ボーク	balk
ポゴ	pogo
ポリヌクレオチド	polynucleotide
ポロック	Pollock
マクニコル	MacNicol
マチス	Matisse
マックイーン	McQueen
マルガリーナ	Margarina
マルチネ	Martinet
マレット	mallet
マンモグラフィー	mammography
モヘア	mohair
モンテネグロ	Montenegro
ヨブ	Job
ラックス	lux
ラパン	Lapin
ラブコメ	love comedy
ラブラドール	Labrador
リエンジニアリング	reengineering
リストランテ	ristorante
リッシェ	riche
ルドガー	Ludger
ルーマン	Luhmann
ルーラー	ruler
ローレライ	Lorelei
ワイル	Weil
ワッシャー	washer
アガタ	agata
アキノ	Aquino
アナモルフォーズ	anamorphose
アニエス	Agnes
アポイントメント	appointment
アルカロイド	alkaloid
イスト	#ИМЯ?
イタリック	italic
イドラ	idola
インキュベーター	incubator
インターロイキン	interleukin
インディビジュアル	individual
ウォード	Ward
ウルカヌス	Vulcanus
エイゼンシュテイン	Eisenstein
エスペラント	esperanto
エンリケ	Enrique
オイリー	oily
オキシ	oxy
オーウェル	Orwell
オーバーレイ	overlay
オーレ	ole
カービン	carbine
